id_empresa,nome_fantasia,regiao_administrativa_df,setor,porte,genero_proprietario,idade_proprietario,area_desafio_mapeado,solucao_proposta,data_entrada_programa,data_fim_ciclo,pessoas_ocupadas_inicial,faturamento_bruto_mensal_inicial,custos_variaveis_mensal_inicial,produtividade_inicial,pessoas_ocupadas_final,faturamento_bruto_mensal_final,custos_variaveis_mensal_final,produtividade_final,percentual_implementacao_solucao,nps_atendimento
379,Alimentos Candango,Ceilândia,Indústria,ME,Feminino,30,Operações,Consultoria em gestão da qualidade,2025-12-07,2026-06-07,6,6096.79,3954.62,357.03,7,8719.05,5170.3,506.96,87.1,10
380,Estúdio das Águas Claras 2,Samambaia,Serviço,ME,Feminino,50,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-12-06,2026-06-06,9,9237.91,2970.73,696.35,9,7704.96,2652.29,561.41,34.9,6
381,Armarinhos do Planalto,Samambaia,Comércio,ME,Masculino,41,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2025-01-02,2025-07-03,9,25649.72,14703.93,1216.2,9,27310.75,15320.21,1332.28,58.2,6
382,Academia Alvorada 2,Recanto das Emas,Serviço,ME,Masculino,18,Comercial,Implementação de funil de vendas estruturado,2024-06-16,2024-12-15,6,8267.49,2286.06,996.91,6,10979.26,2533.6,1407.61,80.5,10
383,Consultoria JK 3,Sobradinho,Serviço,ME,Feminino,72,Marketing,Consultoria em posicionamento de marca,2024-10-31,2025-05-01,1,2524.0,850.94,1673.06,1,1983.53,767.9,1215.63,13.6,3
384,Armarinhos das Águas Claras,Ceilândia,Comércio,ME,Feminino,29,Finanças,Implementação de fluxo de caixa semanal,2024-11-14,2025-05-15,9,4623.25,3287.08,148.46,8,4149.12,3055.16,136.74,33.1,3
385,Metalúrgica JK,São Sebastião,Indústria,EPP,Masculino,36,Marketing,Estruturação de presença em redes sociais,2024-06-12,2024-12-11,58,129385.89,69942.03,1024.89,58,108777.78,60645.71,829.86,38.7,6
386,Armarinhos Meridiano,São Sebastião,Comércio,ME,Feminino,38,Operações,Implementação de controle de estoque,2025-12-23,2026-06-23,1,9363.45,6294.83,3068.62,1,9083.49,6222.44,2861.06,41.5,4
387,Salão Lago Sul 3,Plano Piloto,Serviço,ME,Feminino,37,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-03-12,2025-09-10,8,8459.06,2720.47,717.32,9,10927.73,3009.54,879.8,80.8,7
388,Espaço Brasília 2,Recanto das Emas,Serviço,ME,Masculino,49,Comercial,Plano de expansão de canais de venda,2024-08-29,2025-02-27,1,21202.41,8331.83,12870.58,1,25315.0,8599.92,16715.08,85.5,9
389,Espaço Sol Nascente 3,Águas Claras,Serviço,ME,Feminino,21,Comercial,Implementação de funil de vendas estruturado,2025-06-07,2025-12-06,4,14231.93,3993.88,2559.51,4,16379.96,4498.4,2970.39,54.0,7
390,Academia Buriti 2,Taguatinga,Serviço,EPP,Masculino,63,Comercial,Treinamento de técnicas de vendas para a equipe,2025-01-29,2025-07-30,12,84800.39,30021.3,4564.92,11,74793.85,29036.7,4159.74,27.2,6
391,Espaço Brasília 3,Planaltina,Serviço,ME,Feminino,39,Finanças,Plano de redução e renegociação de custos fixos,2024-09-15,2025-03-16,4,13978.37,4012.15,2491.55,3,9085.94,3062.2,2007.91,0.0,2
392,Consultoria Bandeirante 2,Ceilândia,Serviço,ME,Feminino,73,Finanças,Plano de redução e renegociação de custos fixos,2025-03-04,2025-09-02,8,7022.8,2413.87,576.12,8,7148.23,2581.36,570.86,38.4,6
393,Salão Alvorada 3,Riacho Fundo,Serviço,ME,Feminino,54,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2025-06-01,2025-11-30,2,15470.18,5199.51,5135.33,2,16193.09,5469.2,5361.95,48.9,6
394,Mercearia Candango,Vicente Pires,Comércio,ME,Feminino,64,Comercial,Criação de script de atendimento comercial,2025-07-04,2026-01-02,2,4673.4,3135.44,768.98,2,5222.76,3484.43,869.17,52.5,8
395,Clínica Bandeirante 2,Sobradinho,Serviço,ME,Feminino,44,Pessoas,Estruturação de processo seletivo e onboarding,2024-10-16,2025-04-16,9,14302.27,5033.1,1029.91,9,18924.99,5913.28,1445.74,76.3,9
396,Indústria Alvorada,Gama,Indústria,EPP,Feminino,43,Finanças,Consultoria em precificação e formação de preço de venda,2025-06-09,2025-12-08,34,165740.17,106926.97,1729.8,34,159538.13,105462.4,1590.46,39.4,7
397,Pet Shop Cristal,Gama,Comércio,ME,Masculino,43,Operações,Consultoria em gestão da qualidade,2025-09-27,2026-03-28,2,6753.02,4930.13,911.45,3,8265.79,5739.45,842.11,73.8,9
398,Clínica JK 2,Núcleo Bandeirante,Serviço,ME,Masculino,37,Marketing,Estruturação de presença em redes sociais,2025-06-18,2025-12-17,6,3355.65,1036.28,386.56,6,2664.22,857.92,301.05,41.2,7
399,Salão Brasília 2,Samambaia,Serviço,ME,Feminino,39,Marketing,Criação de plano de marketing digital,2026-01-02,2026-07-03,3,11420.2,3131.82,2762.79,3,14535.75,3447.67,3696.03,74.7,9
400,Assessoria Brasília 2,Ceilândia,Serviço,ME,Masculino,48,Marketing,Consultoria em posicionamento de marca,2025-12-26,2026-06-26,9,18503.64,4865.54,1515.34,9,17854.86,5102.03,1416.98,34.8,5
401,Fábrica Ipê Amarelo,Gama,Indústria,EPP,Masculino,25,Marketing,Desenvolvimento de identidade visual e branding,2025-03-30,2025-09-28,33,81431.62,39868.82,1259.48,33,87713.41,43575.91,1337.5,45.2,7
402,Espaço Meridiano 2,Plano Piloto,Serviço,ME,Masculino,45,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-01-26,2025-07-27,6,6268.14,1845.48,737.11,6,6901.67,1795.96,850.95,72.8,9
403,Oficina Candango 2,Plano Piloto,Serviço,ME,Feminino,31,Marketing,Desenvolvimento de identidade visual e branding,2025-03-07,2025-09-05,9,20431.92,8739.48,1299.16,10,25408.52,10136.38,1527.21,69.2,8
404,Gráfica Candango,Ceilândia,Indústria,ME,Feminino,63,Finanças,Plano de redução e renegociação de custos fixos,2025-03-26,2025-09-24,14,2962.04,1880.8,77.23,14,3133.32,2000.37,80.93,47.7,9
405,Gráfica Alvorada,Gama,Indústria,ME,Feminino,33,Finanças,Implementação de fluxo de caixa semanal,2024-09-14,2025-03-15,1,3901.52,1935.52,1966.0,1,4233.51,2010.68,2222.83,64.1,7
406,Clínica Talento DF 2,Samambaia,Serviço,EPP,Feminino,31,Marketing,Desenvolvimento de identidade visual e branding,2026-01-10,2026-07-11,17,79834.49,32073.21,2809.49,17,88762.03,34967.47,3164.39,55.2,6
407,Studio Talento DF 2,Taguatinga,Serviço,ME,Feminino,45,Comercial,Implementação de funil de vendas estruturado,2025-05-13,2025-11-11,2,7325.83,3055.99,2134.92,2,8321.67,3285.42,2518.13,64.9,7
408,Clínica Alvorada 2,Ceilândia,Serviço,ME,Masculino,53,Marketing,Criação de plano de marketing digital,2024-08-18,2025-02-16,9,6404.39,2084.64,479.97,9,7316.47,2016.07,588.93,83.3,9
409,Espaço do Planalto 2,Plano Piloto,Serviço,ME,Masculino,49,Marketing,Criação de plano de marketing digital,2025-12-03,2026-06-03,2,5361.06,2274.8,1543.13,2,3725.19,1766.93,979.13,5.6,3
410,Studio Cristal 2,Riacho Fundo,Serviço,ME,Feminino,66,Comercial,Criação de script de atendimento comercial,2025-12-31,2026-07-01,1,8668.09,3880.97,4787.12,1,7345.96,3388.18,3957.78,41.0,5
411,Espaço das Águas Claras 3,Plano Piloto,Serviço,ME,Masculino,34,Operações,Padronização de processos operacionais,2025-05-09,2025-11-07,4,5825.75,2584.06,810.42,4,3786.74,1868.98,479.44,11.4,4
412,Mercearia Meridiano,Guará,Comércio,ME,Feminino,51,Operações,Padronização de processos operacionais,2025-12-31,2026-07-01,3,6449.85,4504.45,648.46,3,4192.4,3137.52,351.63,0.0,4
413,Academia Meridiano 2,Santa Maria,Serviço,ME,Masculino,35,Marketing,Plano de captação de clientes via marketing local,2026-01-14,2026-07-15,2,9454.55,3066.42,3194.07,2,8627.41,2946.97,2840.22,38.5,5
414,Distribuidora Sol Nascente,Plano Piloto,Comércio,ME,Masculino,36,Marketing,Desenvolvimento de identidade visual e branding,2026-01-03,2026-07-04,5,5359.76,3191.21,433.71,5,7287.87,3967.53,664.07,84.0,8
415,Clínica Bandeirante 3,Sobradinho,Serviço,ME,Feminino,39,Pessoas,Capacitação em liderança para o(a) proprietário(a),2026-01-10,2026-07-11,9,7506.96,3367.43,459.95,9,6956.52,3280.17,408.48,34.7,6
416,Pet Shop do Cerrado,Guará,Comércio,ME,Masculino,18,Marketing,Consultoria em posicionamento de marca,2024-07-11,2025-01-09,3,5430.97,3287.01,714.65,3,6540.99,3762.6,926.13,70.0,8
417,Armarinhos Lago Sul,Gama,Comércio,ME,Masculino,36,Pessoas,Definição de rotinas e organograma da equipe,2024-06-19,2024-12-18,9,3880.91,2474.76,156.24,9,4967.09,2956.54,223.39,78.3,10
418,Mercadinho JK,Ceilândia,Comércio,ME,Masculino,52,Finanças,Capacitação em gestão de capital de giro,2025-05-19,2025-11-17,6,12650.07,7625.78,837.38,7,16848.01,9423.51,1060.64,79.0,10
419,Marcenaria Bandeirante,Ceilândia,Indústria,EPP,Masculino,26,Marketing,Estruturação de presença em redes sociais,2025-08-31,2026-03-01,50,87178.32,47880.4,785.96,50,91946.5,48195.94,875.01,66.7,6
420,Oficina Meridiano 3,Núcleo Bandeirante,Serviço,ME,Masculino,58,Marketing,Plano de captação de clientes via marketing local,2025-10-25,2026-04-25,7,22289.56,6064.46,2317.87,7,27910.47,6542.94,3052.5,75.1,10
421,Estúdio Ipê Amarelo 2,Sobradinho,Serviço,ME,Feminino,40,Comercial,Plano de expansão de canais de venda,2025-06-27,2025-12-26,4,15152.79,6240.09,2228.18,4,18513.0,6665.81,2961.8,84.5,10
422,Oficina Meridiano 4,Vicente Pires,Serviço,ME,Feminino,25,Finanças,Separação financeira entre pessoa física e jurídica,2024-12-09,2025-06-09,2,9761.75,3426.58,3167.58,2,9087.09,3401.04,2843.03,34.5,5
423,Espaço Bandeirante 2,Riacho Fundo,Serviço,ME,Masculino,37,Marketing,Criação de plano de marketing digital,2025-12-22,2026-06-22,3,5444.06,1817.77,1208.76,3,5282.84,1813.87,1156.33,43.7,8
424,Manufatura do Cerrado,Ceilândia,Indústria,ME,Feminino,34,Comercial,Criação de script de atendimento comercial,2025-05-27,2025-11-25,1,6734.81,3519.81,3215.01,1,5713.75,3064.17,2649.59,40.9,5
425,Espaço Lago Sul 2,Sobradinho,Serviço,ME,Masculino,22,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2025-07-21,2026-01-19,6,15084.3,5520.2,1594.02,5,13237.04,5090.4,1629.33,37.6,7
426,Pet Shop do Planalto,Águas Claras,Comércio,EPP,Masculino,54,Comercial,Plano de expansão de canais de venda,2024-11-04,2025-05-05,12,136024.97,96030.58,3332.87,12,161311.25,111123.71,4182.29,61.4,7
427,Escritório Alvorada 2,Sobradinho,Serviço,ME,Feminino,28,Finanças,Implementação de fluxo de caixa semanal,2025-09-06,2026-03-07,2,2035.11,876.14,579.48,2,1906.44,823.03,541.7,49.2,8
428,Studio Sol Nascente 2,Ceilândia,Serviço,ME,Feminino,31,Marketing,Estruturação de presença em redes sociais,2024-08-19,2025-02-17,1,6433.29,2691.07,3742.22,2,8882.4,3215.91,2833.25,87.5,10
429,Clínica Cristal 2,Samambaia,Serviço,ME,Masculino,47,Comercial,Criação de script de atendimento comercial,2025-11-14,2026-05-15,1,12427.49,4214.2,8213.3,1,11361.12,4203.64,7157.47,29.4,4
430,Empório Talento DF,Santa Maria,Comércio,ME,Feminino,20,Finanças,Capacitação em gestão de capital de giro,2025-11-02,2026-05-03,9,4040.92,2896.53,127.16,9,5009.78,3391.11,179.85,76.6,8
431,Papelaria JK,Sobradinho,Comércio,ME,Feminino,46,Marketing,Desenvolvimento de identidade visual e branding,2025-07-22,2026-01-20,1,10313.71,6762.94,3550.77,1,10868.01,7268.23,3599.78,41.3,6
432,Salão Alvorada 4,Recanto das Emas,Serviço,EPP,Feminino,53,Marketing,Consultoria em posicionamento de marca,2026-01-20,2026-07-21,34,118511.27,44754.08,2169.33,35,148261.27,50740.29,2786.31,73.6,9
433,Salão das Águas Claras 3,Samambaia,Serviço,ME,Masculino,26,Finanças,Plano de redução e renegociação de custos fixos,2025-12-08,2026-06-08,3,10030.55,3860.88,2056.56,3,11325.83,4108.02,2405.94,64.8,7
434,Empório Sol Nascente,Plano Piloto,Comércio,ME,Masculino,37,Marketing,Estruturação de presença em redes sociais,2024-07-13,2025-01-11,2,3342.91,2105.82,618.54,2,2400.82,1618.96,390.93,20.4,3
435,Escritório JK 4,Núcleo Bandeirante,Serviço,ME,Feminino,29,Marketing,Criação de plano de marketing digital,2024-10-13,2025-04-13,3,8428.58,2926.49,1834.03,3,9210.77,3202.22,2002.85,49.7,9
436,Alimentos Ipê Amarelo,Águas Claras,Indústria,ME,Masculino,39,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2024-08-14,2025-02-12,2,5523.29,3250.56,1136.37,2,6028.5,3466.49,1281.0,59.0,7
437,Clínica Buriti 2,Águas Claras,Serviço,EPP,Feminino,20,Comercial,Criação de script de atendimento comercial,2024-12-13,2025-06-13,22,33038.1,10294.2,1033.81,22,29494.77,9933.41,889.15,33.2,6
438,Espaço Cristal 3,Gama,Serviço,ME,Masculino,62,Finanças,Capacitação em gestão de capital de giro,2025-05-26,2025-11-24,8,10268.7,4101.14,770.95,7,8479.02,3574.61,700.63,35.2,5
439,Academia Ipê Amarelo 2,Águas Claras,Serviço,ME,Feminino,27,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2024-08-27,2025-02-25,6,11956.97,3836.04,1353.49,6,10280.49,3409.22,1145.21,42.8,5
440,Studio Candango 2,Gama,Serviço,ME,Masculino,54,Marketing,Desenvolvimento de identidade visual e branding,2024-07-23,2025-01-21,8,10163.52,3731.01,804.06,8,11630.86,4007.97,952.86,65.0,7
441,Studio Ipê Amarelo 3,Águas Claras,Serviço,ME,Masculino,30,Finanças,Implementação de fluxo de caixa semanal,2025-06-29,2025-12-28,7,8356.14,3488.89,695.32,6,6956.62,3033.95,653.78,37.6,7
442,Salão Meridiano 3,Sobradinho,Serviço,ME,Masculino,34,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-06-21,2025-12-20,9,9514.0,2422.65,787.93,9,8918.66,2418.21,722.27,39.0,8
443,Manufatura Alvorada,Riacho Fundo,Indústria,ME,Feminino,44,Finanças,Separação financeira entre pessoa física e jurídica,2025-01-10,2025-07-11,3,3950.34,1967.54,660.93,2,3449.73,1713.54,868.09,50.9,8
444,Assessoria Lago Sul 2,Vicente Pires,Serviço,ME,Masculino,41,Operações,Mapeamento e otimização de processos internos,2025-08-13,2026-02-11,2,7853.74,2844.89,2504.43,3,11060.78,3276.57,2594.73,94.0,9
445,Academia do Cerrado 2,Gama,Serviço,EPP,Masculino,71,Marketing,Desenvolvimento de identidade visual e branding,2025-05-27,2025-11-25,26,93192.25,25275.65,2612.18,26,89860.07,27054.21,2415.61,30.1,6
446,Oficina Alvorada 2,Águas Claras,Serviço,ME,Masculino,18,Pessoas,Estruturação de processo seletivo e onboarding,2025-02-08,2025-08-09,5,4960.72,1444.17,703.31,4,3587.02,1223.6,590.85,11.9,3
447,Assessoria Lago Sul 3,Guará,Serviço,ME,Masculino,24,Pessoas,"Plano de cargos, salários e retenção de talentos",2024-07-12,2025-01-10,8,14855.42,5939.46,1114.49,8,20835.67,7283.48,1694.02,83.5,8
448,Salão Ipê Amarelo 2,São Sebastião,Serviço,ME,Masculino,39,Finanças,Consultoria em precificação e formação de preço de venda,2025-09-05,2026-03-06,2,12053.85,3075.72,4489.07,2,12176.11,3373.57,4401.27,35.4,6
449,Oficina do Cerrado 4,Gama,Serviço,ME,Feminino,42,Operações,Padronização de processos operacionais,2025-06-17,2025-12-16,1,12033.35,4476.5,7556.86,1,15009.38,5065.78,9943.6,73.0,10
450,Papelaria Meridiano,Guará,Comércio,EPP,Masculino,59,Comercial,Criação de script de atendimento comercial,2024-08-09,2025-02-07,41,69428.03,38659.71,750.45,41,77595.81,41531.71,879.61,64.4,8
451,Salão Cristal 2,Santa Maria,Serviço,ME,Feminino,56,Marketing,Consultoria em posicionamento de marca,2024-09-23,2025-03-24,5,22365.88,6110.02,3251.17,5,22857.6,6055.77,3360.37,55.5,9
452,Marcenaria Sol Nascente,Guará,Indústria,ME,Masculino,72,Marketing,Estruturação de presença em redes sociais,2024-12-01,2025-06-01,8,6563.05,3465.74,387.16,8,7071.11,3732.97,417.27,50.1,7
453,Clínica Bandeirante 4,Santa Maria,Serviço,EPP,Feminino,29,Finanças,Plano de redução e renegociação de custos fixos,2024-09-18,2025-03-19,18,53926.68,23887.02,1668.87,18,75781.26,27929.47,2658.43,99.6,10
454,Distribuidora Meridiano,Taguatinga,Comércio,ME,Feminino,36,Finanças,Capacitação em gestão de capital de giro,2025-10-06,2026-04-06,7,5754.82,3793.4,280.2,7,8414.84,4915.69,499.88,100.0,10
455,Salão Bandeirante 3,Planaltina,Serviço,ME,Masculino,51,Finanças,Plano de redução e renegociação de custos fixos,2025-12-22,2026-06-22,8,6470.67,2021.73,556.12,8,6562.82,2137.15,553.21,41.2,7
456,Consultoria do Planalto 2,Gama,Serviço,EPP,Masculino,25,Finanças,Consultoria em precificação e formação de preço de venda,2024-07-24,2025-01-22,11,30001.0,9968.29,1821.16,11,32357.25,10212.44,2013.16,61.1,6
457,Mercearia do Planalto,Ceilândia,Comércio,ME,Masculino,39,Finanças,Plano de redução e renegociação de custos fixos,2024-10-25,2025-04-25,1,3059.04,2030.45,1028.59,2,3888.39,2463.7,712.34,70.1,8
458,Empório Lago Sul 2,São Sebastião,Comércio,ME,Masculino,32,Pessoas,"Plano de cargos, salários e retenção de talentos",2024-11-21,2025-05-22,8,3206.86,2161.05,130.73,7,2851.28,1973.18,125.44,37.9,4
459,Loja Brasília,Recanto das Emas,Comércio,EPP,Feminino,32,Comercial,Criação de script de atendimento comercial,2026-01-26,2026-07-27,45,30001.0,18108.02,264.29,45,34925.58,19980.25,332.12,71.0,8
460,Studio JK 3,Taguatinga,Serviço,EPP,Feminino,49,Operações,Consultoria em gestão da qualidade,2025-06-14,2025-12-13,19,49101.4,14212.84,1836.24,19,47337.69,13539.0,1778.88,52.3,6
461,Empório Brasília,Sobradinho,Comércio,ME,Feminino,28,Operações,Implementação de controle de estoque,2026-01-03,2026-07-04,7,11612.75,7537.39,582.19,7,13402.88,8238.91,737.71,72.9,7
462,Pet Shop Sol Nascente,Guará,Comércio,ME,Masculino,71,Operações,Mapeamento e otimização de processos internos,2024-10-29,2025-04-29,8,3463.77,2351.8,139.0,8,3833.03,2624.36,151.08,46.2,6
463,Pet Shop Candango,Santa Maria,Comércio,ME,Masculino,26,Comercial,Consultoria em negociação com fornecedores e clientes,2024-07-12,2025-01-10,2,4197.52,2994.16,601.68,1,3202.27,2375.97,826.29,30.9,2
464,Assessoria Talento DF 2,Plano Piloto,Serviço,EPP,Masculino,18,Operações,Consultoria em gestão da qualidade,2025-03-21,2025-09-19,17,30001.0,11057.14,1114.34,16,21966.45,9194.26,798.26,14.2,3
465,Distribuidora das Águas Claras,São Sebastião,Comércio,ME,Masculino,26,Operações,Mapeamento e otimização de processos internos,2025-10-12,2026-04-12,2,7526.35,5181.79,1172.28,2,6727.92,4696.67,1015.62,43.6,6
466,Empório do Cerrado,Águas Claras,Comércio,ME,Feminino,33,Operações,Implementação de controle de estoque,2025-10-24,2026-04-24,8,6247.02,4040.55,275.81,8,5241.83,3394.33,230.94,49.5,7
467,Indústria Meridiano,Gama,Indústria,ME,Masculino,39,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-03-16,2025-09-14,15,13610.38,7667.33,396.2,15,12459.87,7421.02,335.92,28.5,7
468,Assessoria Alvorada 2,Ceilândia,Serviço,EPP,Masculino,25,Marketing,Consultoria em posicionamento de marca,2024-11-12,2025-05-13,15,49663.9,18727.74,2062.41,16,64887.52,20760.08,2757.96,88.1,10
469,Salão Brasília 3,Recanto das Emas,Serviço,EPP,Masculino,36,Marketing,Consultoria em posicionamento de marca,2024-06-29,2024-12-28,16,88875.12,26419.57,3903.47,17,111843.35,28751.15,4887.78,76.8,9
470,Boutique Alvorada,Guará,Comércio,ME,Feminino,55,Pessoas,Definição de rotinas e organograma da equipe,2025-02-21,2025-08-22,6,8295.54,6112.28,363.88,6,7781.02,5933.92,307.85,32.8,5
471,Oficina Sol Nascente 3,Gama,Serviço,ME,Feminino,43,Comercial,Criação de script de atendimento comercial,2025-04-23,2025-10-22,9,4954.82,1580.92,374.88,9,5723.84,1681.19,449.18,66.9,9
472,Papelaria das Águas Claras,Planaltina,Comércio,EPP,Feminino,29,Operações,Mapeamento e otimização de processos internos,2024-06-12,2024-12-11,41,43589.6,29245.9,349.85,41,41018.99,28357.97,308.81,36.4,6
473,Studio do Planalto 2,Sobradinho,Serviço,EPP,Feminino,35,Finanças,Consultoria em precificação e formação de preço de venda,2025-12-23,2026-06-23,16,62818.46,22752.27,2504.14,16,67958.65,22289.81,2854.3,72.8,7
474,Clínica do Cerrado 5,Guará,Serviço,ME,Masculino,47,Finanças,Implementação de fluxo de caixa semanal,2025-08-07,2026-02-05,4,14330.95,6028.59,2075.59,4,16130.11,6596.72,2383.35,57.8,8
475,Distribuidora do Cerrado,Samambaia,Comércio,ME,Feminino,41,Marketing,Plano de captação de clientes via marketing local,2024-12-17,2025-06-17,1,12387.85,7094.78,5293.07,1,14229.69,7754.76,6474.92,68.5,8
476,Escritório Bandeirante 2,Vicente Pires,Serviço,ME,Masculino,30,Finanças,Implementação de fluxo de caixa semanal,2025-01-03,2025-07-04,3,3431.0,1464.51,655.5,3,2745.3,1215.06,510.08,39.5,6
477,Clínica JK 3,Guará,Serviço,ME,Masculino,43,Pessoas,Definição de rotinas e organograma da equipe,2025-01-04,2025-07-05,6,9307.32,2581.88,1120.91,7,11443.35,2892.91,1221.49,66.4,9
478,Mercadinho Candango 2,Núcleo Bandeirante,Comércio,ME,Masculino,35,Finanças,Capacitação em gestão de capital de giro,2025-11-07,2026-05-08,4,5209.04,3015.54,548.37,4,4753.83,2906.05,461.95,28.4,4
